premise,hypothesis,y_reg_true_raw,y_cls_true_raw,y_reg_true,y_reg_pred,y_cls_true,y_cls_pred,reg_residual,reg_abs_err,cls_correct
People are on a beach full of sand by the ocean and are enjoying a day full of sun,A bunch of people is on the shore,3.799999952316284,1,3.799999952316284,4.319789886474609,1,1,0.5197899341583252,0.5197899341583252,1
A bunch of guys is on the shore,People are on a beach full of sand by the ocean and are enjoying a sunny day,3.200000047683716,0,3.200000047683716,3.65676474571228,0,0,0.456764698028564,0.456764698028564,1
People are on a beach full of sand by the ocean and are enjoying a sunny day,There is no one on the shore,3.700000047683716,2,3.700000047683716,3.404778242111206,2,2,-0.29522180557250977,0.29522180557250977,1
A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,4.0,2,4.0,3.65374493598938,2,2,-0.3462550640106201,0.3462550640106201,1
A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,3.5999999046325684,0,3.5999999046325684,4.9398722648620605,0,1,1.3398723602294922,1.3398723602294922,0
The man is getting off a motorcycle onto ground which is mostly barren,The man is doing a wheelie with a motorcycle on ground which is mostly barren,3.5999999046325684,0,3.5999999046325684,3.855032444000244,0,0,0.2550325393676758,0.2550325393676758,1
The man is doing a wheelie with a motorbike in a field which is mostly barren,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,3.5999999046325684,0,3.5999999046325684,3.830124139785767,0,0,0.2301242351531987,0.2301242351531987,1
"The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,2.5999999046325684,0,2.5999999046325684,3.1640195846557617,0,0,0.5640196800231934,0.5640196800231934,1
The man is doing a wheelie with a motorcycle on ground which is mostly barren,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,3.700000047683716,0,3.700000047683716,3.937597751617432,0,0,0.23759770393371626,0.23759770393371626,1
A woman is being kissed by a man,A lady is being kissed by a man,4.900000095367432,1,4.900000095367432,5.175658702850342,1,1,0.27565860748291016,0.27565860748291016,1
Two people are passionately kissing near a crowd,Two people are kissing near a crowd,4.400000095367432,1,4.400000095367432,4.944351196289063,1,1,0.5443511009216317,0.5443511009216317,1
A nearby throng of people are kissing two by two,Two people are kissing near a crowd,3.799999952316284,0,3.799999952316284,4.543664932250977,0,1,0.7436649799346924,0.7436649799346924,0
Two people are arguing near a crowd,A woman is being kissed by a man,1.100000023841858,0,1.100000023841858,1.3111944198608398,0,0,0.21119439601898193,0.21119439601898193,1
A nearby throng of people are kissing two by two,A woman is being kissed by a man,3.1500000953674316,0,3.150000095367432,3.930119276046753,0,0,0.7801191806793213,0.7801191806793213,1
There is no woman being kissed by a man,Two people are kissing near a crowd,3.0999999046325684,0,3.0999999046325684,3.167609214782715,0,0,0.06760931015014648,0.06760931015014648,1
"The young woman in a dyed red shirt, is blowing a bubble that is huge",The girl in the red shirt is blowing a bubble ,4.400000095367432,1,4.400000095367432,4.795886516571045,1,1,0.3958864212036133,0.3958864212036133,1
The girl in the red shirt is blowing a bubble ,The girl in a dyed red shirt isn't blowing a bubble,2.4000000953674316,2,2.400000095367432,3.4891903400421143,2,2,1.0891902446746826,1.0891902446746826,1
"A bubble blew, dyeing the girl's shirt red.",The girl in the red shirt is blowing a bubble ,2.9649999141693115,0,2.9649999141693115,3.6901333332061768,0,0,0.7251334190368652,0.7251334190368652,1
The young girl is blowing a bubble that is huge,"The girl, who is young, is blowing a bubble that is huge",4.900000095367432,1,4.900000095367432,5.182344436645508,1,1,0.28234434127807617,0.28234434127807617,1
"The girl, who is young, is blowing a bubble that is huge",The girl in the red shirt is blowing a bubble ,4.0,0,4.0,3.5228559970855717,0,0,-0.47714400291442827,0.47714400291442827,1
The young girl is blowing a bubble that is very small,The girl in the red shirt is blowing a bubble ,3.799999952316284,0,3.799999952316284,3.250112771987915,0,0,-0.5498871803283691,0.5498871803283691,1
"The young woman in a dyed red shirt, is blowing a bubble that is huge",The young girl is blowing a bubble that is huge,3.799999952316284,1,3.799999952316284,4.709159851074219,1,1,0.9091598987579346,0.9091598987579346,1
A young child is wearing boots made of green rubber and playing in a puddle full of mud,A young child is wearing green boots and playing in a puddle full of mud,4.599999904632568,1,4.599999904632568,4.935194969177246,1,1,0.33519506454467773,0.33519506454467773,1
A little boy is jumping into a puddle in the street,A little boy is jumping into a puddle on the street,4.900000095367432,1,4.900000095367432,5.153605937957764,1,1,0.25360584259033203,0.25360584259033203,1
A little boy is jumping into a puddle on the street,A little boy is getting out of a puddle in the street,4.0,0,4.0,3.750509738922119,0,0,-0.24949026107788086,0.24949026107788086,1
A little boy is jumping into a puddle on the street,A little boy's jumper is in a puddle in the street,3.4000000953674316,0,3.400000095367432,4.018945693969727,0,0,0.6189455986022949,0.6189455986022949,1
A young child is wearing green boots and playing in a puddle full of mud,A little boy is getting out of a puddle in the street,3.200000047683716,0,3.200000047683716,3.418119192123413,0,0,0.21811914443969727,0.21811914443969727,1
A little boy's jumper is in a puddle in the street,A young child is wearing green boots and playing in a puddle full of mud,2.5999999046325684,0,2.5999999046325684,2.7917673587799072,0,0,0.19176745414733887,0.19176745414733887,1
A young child is wearing green boots and playing in a puddle full of mud,A little boy is jumping into a puddle on the street,3.799999952316284,0,3.799999952316284,3.542327880859375,0,0,-0.2576720714569092,0.2576720714569092,1
Two young kids are eating corndogs,Two young kids are fasting,2.799999952316284,2,2.799999952316284,3.911153078079224,2,0,1.11115312576294,1.11115312576294,0
Two young kids are playing with a man eating corndogs,Two young kids are eating corndogs,3.9000000953674316,0,3.900000095367432,4.449419498443604,0,1,0.5494194030761728,0.5494194030761728,0
Two young kids are fasting,"Two toddlers are eating corndogs in a wagon, which is really small",3.0,0,3.0,2.4980251789093018,0,0,-0.5019748210906982,0.5019748210906982,1
Two young kids are playing with a man eating corndogs,"Two toddlers are eating corndogs in a wagon, which is really small",3.299999952316284,0,3.299999952316284,3.324134588241577,0,0,0.02413463592529297,0.02413463592529297,1
Two toddlers are eating on a really small wagon full of corndogs ,Two young kids are eating corndogs,3.0,0,3.0,4.535192966461182,0,1,1.5351929664611816,1.5351929664611816,0
A man doing a pose is being watched by another man,There is no man in a pose being watched by another man,3.700000047683716,2,3.700000047683716,3.513756275177002,2,2,-0.18624377250671387,0.18624377250671387,1
A man is posing to be watched by another man,A man doing a pose is being watched by another man,4.800000190734863,1,4.800000190734863,4.978907108306885,1,1,0.17890691757202148,0.17890691757202148,1
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man in a pose is being amusedly watched by another man,3.5,1,3.5,4.221574783325195,1,1,0.7215747833251953,0.7215747833251953,1
A man is posing to be watched by another man,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,3.5,0,3.5,3.538015604019165,0,0,0.03801560401916504,0.03801560401916504,1
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny,A man doing a pose is being watched by another man,3.9000000953674316,1,3.900000095367432,4.232916831970215,1,1,0.3329167366027832,0.3329167366027832,1
A man doing a pose is being watched by another man,"A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.",1.899999976158142,0,1.899999976158142,2.666932821273804,0,0,0.7669328451156621,0.7669328451156621,1
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man doing a pose is being watched by another man,3.765000104904175,1,3.765000104904175,4.196003437042236,1,0,0.4310033321380615,0.4310033321380615,0
There is no horse tossing the cowboy in red and blue pants,A horse is tossing the cowboy wearing pants of blue and red color,4.0,2,4.0,3.558452844619751,2,2,-0.441547155380249,0.441547155380249,1
A man is abruptly falling off a horse on a track laid in the wild,A man is falling off a horse on a track and is laid in the wild,4.5,1,4.5,4.934983730316162,1,1,0.4349837303161621,0.4349837303161621,1
A man is falling off a horse on a track and is laid in the wild,A man is getting on a horse on a track laid in the wild,3.799999952316284,1,3.799999952316284,3.761419534683228,1,0,-0.0385804176330562,0.0385804176330562,0
A horse is tossing the cowboy wearing pants of blue and red color,A man is laying a cover over a wild horse that is falling on the track,2.200000047683716,0,2.200000047683716,2.5195584297180176,0,0,0.31955838203430176,0.31955838203430176,1
The cowboy in blue and red pants is being tossed by a horse,A man is falling off a horse on a track and is laid in the wild,3.0999999046325684,0,3.0999999046325684,2.848691463470459,0,0,-0.2513084411621094,0.2513084411621094,1
There is no horse tossing the cowboy in red and blue pants,A man is falling off a horse on a track and is laid in the wild,2.5999999046325684,0,2.5999999046325684,2.165067434310913,0,0,-0.4349324703216553,0.4349324703216553,1
An adult is in the amphitheater and is talking seriously to a boy,An adult is in the amphitheater and is talking to a boy,4.599999904632568,1,4.599999904632568,5.0412187576293945,1,1,0.44121885299682617,0.44121885299682617,1
"The man and the boy are standing at the bottom of the stairs, which are outdoors","The man and the boy are standing at the top of the stairs, which are outdoors",4.099999904632568,2,4.099999904632568,5.097290515899658,2,1,0.9972906112670898,0.9972906112670898,0
An adult is in the amphitheater and is talking to a boy,"A man and a boy are standing at the bottom of some stairs, which are outdoors",2.4000000953674316,0,2.400000095367432,2.343219041824341,0,0,-0.05678105354309082,0.05678105354309082,1
An adult is in the amphitheater and is talking to a boy,"The man and the boy are standing at the top of the stairs, which are outdoors",3.0,0,3.0,2.5587332248687744,0,0,-0.4412667751312256,0.4412667751312256,1
"The man and the boy are standing at the bottom of the stairs, which are outdoors",An adult is in the amphitheater and is talking seriously to a boy,3.0,0,3.0,2.028709173202514,0,0,-0.9712908267974858,0.9712908267974858,1
A talk about an adult and a boy is given in the amphitheater,"The man and the boy are standing at the bottom of the stairs, which are outdoors",1.5,0,1.5,2.7022018432617188,0,0,1.2022018432617188,1.2022018432617188,1
A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,"A boy in a red shirt is in front a wall, which is long and blue, and is suspiciously raising an eyebrow at the camera",4.699999809265137,1,4.699999809265137,5.1694746017456055,1,1,0.46947479248046875,0.46947479248046875,1
"A boy is standing in front of the building painted blue, in the space reserved for handicapped people",A boy is standing in front of the blue building in the space reserved for handicapped people,4.800000190734863,1,4.800000190734863,5.052276134490967,1,1,0.2522759437561035,0.2522759437561035,1
"A boy is standing in front of the building painted blue, in the space reserved for handicapped people",A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,3.0999999046325684,0,3.0999999046325684,2.6237542629241943,0,0,-0.476245641708374,0.476245641708374,1
"A boy in a red shirt is in front a wall, which is long and blue, and is suspiciously raising an eyebrow at the camera",A boy is standing in front of the blue building in the space reserved for handicapped people,2.299999952316284,0,2.299999952316284,2.471241950988769,0,0,0.1712419986724849,0.1712419986724849,1
"A boy in a red shirt is behind a long blue wall and is lowering an eyebrow, facing the camera",A boy is standing in front of the blue building in the space reserved for handicapped people,2.200000047683716,0,2.200000047683716,2.3626744747161865,0,0,0.1626744270324707,0.1626744270324707,1
A few horses are racing furiously over the green grass and jumping the obstacle,Some horses are racing furiously over the green grass and jumping an obstacle,4.699999809265137,1,4.699999809265137,5.055144309997559,1,1,0.3551445007324219,0.3551445007324219,1
Some horses are racing furiously over the green grass and jumping an obstacle,Some horses are resting on the green grass,3.200000047683716,0,3.200000047683716,3.307901382446289,0,0,0.10790133476257324,0.10790133476257324,1
Some furious racers on the green grass are yelling at the horses jumping an obstacle,Some horses are racing furiously over the green grass and jumping an obstacle,3.4000000953674316,0,3.400000095367432,4.105446815490723,0,0,0.705446720123291,0.705446720123291,1
"The Jockeys are racing horses on the field, which is completely green",A few horses are racing furiously over the green grass and jumping the obstacle,3.5,0,3.5,3.9098010063171382,0,0,0.40980100631713823,0.40980100631713823,1
Some horses are resting on the green grass,"The Jockeys are racing horses on the field, which is completely green",2.9000000953674316,0,2.900000095367432,2.938220977783203,0,0,0.038220882415771484,0.038220882415771484,1
"The Jockeys are riding horses on the field, which is completely green",Some horses are racing furiously over the green grass and jumping an obstacle,3.299999952316284,0,3.299999952316284,3.7562930583953857,0,0,0.45629310607910156,0.45629310607910156,1
Some horses are racing furiously over the green grass and jumping an obstacle,"The Jockeys are racing horses on the field, which is completely green",3.5999999046325684,0,3.5999999046325684,3.699038028717041,0,0,0.09903812408447266,0.09903812408447266,1
A woman is wearing sunglasses of large size and is holding newspapers in both hands,A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat,2.5999999046325684,0,2.5999999046325684,3.830137729644776,0,0,1.2301378250122075,1.2301378250122075,1
An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,An old woman is wearing a shirt with a rose pattern upon it and is clumsily carrying two newspapers,4.800000190734863,1,4.800000190734863,5.159588813781738,1,1,0.359588623046875,0.359588623046875,1
An old woman is shirtless and is clumsily dropping two newspapers,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,3.4000000953674316,2,3.400000095367432,3.734458923339844,2,0,0.33445882797241255,0.33445882797241255,0
An old woman is shirtless and is clumsily dropping two newspapers,A woman is wearing sunglasses of large size and is holding newspapers in both hands,2.4000000953674316,0,2.400000095367432,2.7103989124298096,0,0,0.31039881706237793,0.31039881706237793,1
An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat,2.0,0,2.0,2.9641847610473637,0,0,0.9641847610473637,0.9641847610473637,1
One person who is practicing snowboarding jumps into the air,A person who is practicing snowboarding jumps into the air,5.0,1,5.0,5.136343955993652,1,1,0.13634395599365234,0.13634395599365234,1
A practicing jumper is tossing a person's snowboard into the air,A person who is practicing snowboarding jumps into the air,3.5,0,3.5,4.4923295974731445,0,1,0.9923295974731445,0.9923295974731445,0
The snowboarder is leaping fearlessly over white snow,The snowboarder is leaping over white snow,4.5,1,4.5,4.888934135437012,1,1,0.3889341354370117,0.3889341354370117,1
The snowboarder isn't leaping over white snow,The snowboarder is leaping over white snow,3.5999999046325684,2,3.5999999046325684,3.520792245864868,2,2,-0.0792076587677002,0.0792076587677002,1
A person who is practicing snowboarding jumps into the air,A leap over white snow is greatly appealing to the snowboarders,2.9000000953674316,0,2.900000095367432,3.3554840087890625,0,0,0.45548391342163086,0.45548391342163086,1
The snowboarder is leaping over white snow,One person who is practicing snowboarding jumps into the air,4.0,1,4.0,4.6852569580078125,1,1,0.6852569580078125,0.6852569580078125,1
A person who is practicing snowboarding falls from the air,The snowboarder is leaping over white snow,3.4000000953674316,0,3.400000095367432,3.501692056655884,0,0,0.10169196128845215,0.10169196128845215,1
A dog is near the red ball in the air,"A dog, which is small, is playing tirelessly on the green grass",2.9000000953674316,0,2.900000095367432,2.25469183921814,0,0,-0.6453082561492915,0.6453082561492915,1
A dog is jumping in the air to catch a red ball,"A dog, which is small, is playing on the green grass",2.9000000953674316,0,2.900000095367432,2.8046228885650635,0,0,-0.09537720680236816,0.09537720680236816,1
The person is riding a motorbike on a sandy track,The person is riding a motorbike on a track on the sand,4.900000095367432,1,4.900000095367432,5.041695594787598,1,1,0.14169549942016602,0.14169549942016602,1
The person isn't riding a motorbike on a sandy track,The person is riding a motorbike on a sandy track,3.5,2,3.5,3.573283195495605,2,2,0.07328319549560502,0.07328319549560502,1
A motorbike rider is jumping over a person on a sandy track,The person is riding a motorbike on a sandy track,3.700000047683716,0,3.700000047683716,4.092623710632324,0,0,0.3926236629486084,0.3926236629486084,1
A person is riding a motorbike in the event related to motocross,There is no person riding a motorbike in the event related to motocross,3.5999999046325684,2,3.5999999046325684,3.5483243465423584,2,2,-0.05167555809020996,0.05167555809020996,1
A person is riding a motorbike in the event related to motocross,A motocross rider is giving a motorbike to a person at an event,3.5,0,3.5,3.646329164505005,0,0,0.14632916450500488,0.14632916450500488,1
The person is riding a motorbike on a sandy track,A motocross rider is giving a motorbike to a person at an event,2.5999999046325684,0,2.5999999046325684,3.4171292781829834,0,0,0.817129373550415,0.817129373550415,1
The person is riding a motorbike on a track on the sand,A person is riding a motorbike in the event related to motocross,3.4000000953674316,0,3.400000095367432,3.7433886528015137,0,0,0.34338855743408203,0.34338855743408203,1
The person is riding a motorbike on a sandy track,A person is riding a motorbike in the event related to motocross,3.799999952316284,0,3.799999952316284,3.569927453994751,0,0,-0.2300724983215332,0.2300724983215332,1
A pink shirt with white writing on it is being worn by a girl who is lying in the grass,A girl is wearing a pink shirt with white writing on it and is lying in the grass,4.5,1,4.5,5.160909652709961,1,1,0.6609096527099609,0.6609096527099609,1
A girl is wearing a pink shirt with white writing on it and is lying in the grass,A girl is naked and is standing on the grass,2.799999952316284,0,2.799999952316284,3.074045896530152,0,0,0.27404594421386763,0.27404594421386763,1
The young girl with a shirt dyed pink is peacefully lying on the grass,The young girl with a pink shirt is peacefully lying on the grass,4.900000095367432,1,4.900000095367432,5.142319679260254,1,1,0.24231958389282227,0.24231958389282227,1
The young peaceful girl is lying about the grass found in the pink shirt,The young girl with a pink shirt is peacefully lying on the grass,4.5,1,4.5,3.6447832584381104,1,0,-0.8552167415618896,0.8552167415618896,0
A girl is wearing a pink shirt with white writing on it and is lying in the grass,The young girl with a pink shirt isn't peacefully lying on the grass,3.700000047683716,0,3.700000047683716,3.6166486740112314,0,0,-0.08335137367248446,0.08335137367248446,1
The young peaceful girl is lying about the grass found in the pink shirt,A girl is wearing a pink shirt with white writing on it and is lying in the grass,3.5999999046325684,0,3.5999999046325684,3.3366024494171143,0,0,-0.2633974552154541,0.2633974552154541,1
The young girl with a pink shirt is peacefully lying on the grass,A pink shirt with white writing on it is being worn by a girl who is lying in the grass,4.199999809265137,0,4.199999809265137,4.131938934326172,0,0,-0.06806087493896484,0.06806087493896484,1
The young girl with a pink shirt is peacefully lying on the grass,A girl is wearing a pink shirt with white writing on it and is lying in the grass,4.099999904632568,0,4.099999904632568,4.083704948425293,0,0,-0.01629495620727539,0.01629495620727539,1
"A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass","A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",4.400000095367432,1,4.400000095367432,4.959784507751465,1,1,0.5597844123840332,0.5597844123840332,1
"A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass","A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",2.5999999046325684,0,2.5999999046325684,3.9861109256744394,0,0,1.386111021041871,1.386111021041871,1
A large dog is running on the grass with a tennis ball in its mouth,"A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass",3.5,0,3.5,3.817762613296509,0,0,0.3177626132965088,0.3177626132965088,1
A woman is riding a brown horse,A woman is riding a horse,4.400000095367432,1,4.400000095367432,4.690380096435547,1,1,0.29038000106811523,0.29038000106811523,1
A man is opening a package that contains headphones,A woman is riding a brown horse,1.0,0,1.0,0.9970306158065796,0,0,-0.00296938419342041,0.00296938419342041,1
There is no woman riding a horse,A man is opening a package that contains headphones,1.0,0,1.0,1.103543758392334,0,0,0.10354375839233398,0.10354375839233398,1
A woman is riding a horse,A man is opening a package that doesn't contain headphones,1.100000023841858,0,1.100000023841858,1.0957307815551758,0,0,-0.004269242286682129,0.004269242286682129,1
A man is opening a small package that contains headphones,A man is opening a package that contains headphones,4.300000190734863,1,4.300000190734863,5.175328254699707,1,1,0.8753280639648438,0.8753280639648438,1
A man is opening a package that contains headphones,A man is opening a package that doesn't contain headphones,3.4000000953674316,2,3.400000095367432,3.492952823638916,2,2,0.09295272827148438,0.09295272827148438,1
There is no man singing and playing the guitar,A man is singing and playing the guitar,2.5999999046325684,2,2.5999999046325684,3.56330943107605,2,2,0.9633095264434814,0.9633095264434814,1
A man is opening a small package that contains headphones,A man is singing and playing the guitar,1.5,0,1.5,1.4749643802642822,0,0,-0.025035619735717773,0.025035619735717773,1
A man is opening a package that doesn't contain headphones,A man is singing and playing the guitar,1.100000023841858,0,1.100000023841858,1.7838404178619385,0,0,0.6838403940200806,0.6838403940200806,1
A man is singing and playing the guitar,A man is opening a package that contains headphones,1.5,0,1.5,1.6527137756347656,0,0,0.15271377563476562,0.15271377563476562,1
A dog is riding a skateboard,An animal is riding a skateboard,4.5,1,4.5,4.952563762664795,1,1,0.4525637626647949,0.4525637626647949,1
A dog is riding a skateboard in a park,A dog is riding a skateboard,4.0,1,4.0,4.76795768737793,1,1,0.7679576873779297,0.7679576873779297,1
There is no dog riding a skateboard,A dog is riding a skateboard,4.099999904632568,2,4.099999904632568,3.5691769123077397,2,2,-0.5308229923248287,0.5308229923248287,1
A sea turtle is hunting for fish,A sea turtle is hunting for food,4.5,1,4.5,4.9250078201293945,1,1,0.42500782012939453,0.42500782012939453,1
A sea turtle is not hunting for fish,A sea turtle is hunting for fish,3.4000000953674316,2,3.400000095367432,3.477107048034668,2,2,0.07710695266723633,0.07710695266723633,1
The turtle is following the fish,The turtle isn't following the fish,4.0,2,4.0,3.40059494972229,2,2,-0.59940505027771,0.59940505027771,1
The turtle is following the fish,The fish is following the turtle,3.799999952316284,2,3.799999952316284,4.85264253616333,2,1,1.052642583847046,1.052642583847046,0
A sea turtle is hunting for fish,The turtle is following the red fish,4.0,0,4.0,3.686521291732788,0,0,-0.3134787082672119,0.3134787082672119,1
The fish is following the turtle,A sea turtle is hunting for fish,3.200000047683716,0,3.200000047683716,3.5650203227996826,0,0,0.3650202751159668,0.3650202751159668,1
The turtle is following the fish,A sea turtle is not hunting for fish,3.4000000953674316,0,3.400000095367432,3.745046138763428,0,0,0.34504604339599654,0.34504604339599654,1
A sea turtle is hunting for fish,The turtle is following the fish,3.799999952316284,0,3.799999952316284,4.152215957641602,0,0,0.3522160053253174,0.3522160053253174,1
A man is driving a car,The car is being driven by a man,5.0,1,5.0,5.12471866607666,1,1,0.12471866607666016,0.12471866607666016,1
There is no man driving the car,A man is driving a car,3.5999999046325684,2,3.5999999046325684,3.5598669052124023,2,2,-0.040132999420166016,0.040132999420166016,1
A woman is dipping a prawn in batter,A woman is dipping a shrimp in batter,4.400000095367432,1,4.400000095367432,5.2857770919799805,1,1,0.8857769966125488,0.8857769966125488,1
There is no woman dipping a shrimp in batter,A woman is dipping a shrimp in batter,4.099999904632568,2,4.099999904632568,3.571906328201294,2,2,-0.5280935764312744,0.5280935764312744,1
A woman is dipping a prawn in batter,A man is driving a car,1.0,0,1.0,0.965761423110962,0,0,-0.034238576889037975,0.034238576889037975,1
A man is driving a car,There is no woman dipping a shrimp in batter,1.0,0,1.0,0.9865779876708984,0,0,-0.013422012329101562,0.013422012329101562,1
A woman is dipping a shrimp in batter,There is no man driving the car,1.0,0,1.0,1.0248866081237793,0,0,0.024886608123779297,0.024886608123779297,1
A man is playing a guitar under a windows,A man is playing a guitar,4.5,1,4.5,4.535548686981201,1,1,0.03554868698120117,0.03554868698120117,1
A man is playing a piano at a concert,A man is playing a piano,4.5,1,4.5,4.7361674308776855,1,1,0.23616743087768555,0.23616743087768555,1
A man is playing a piano,There is no man playing a piano,3.9000000953674316,2,3.900000095367432,3.451859951019287,2,2,-0.44814014434814453,0.44814014434814453,1
A man is playing a piano at a concert,A man is playing a guitar,2.799999952316284,0,2.799999952316284,3.02834415435791,0,0,0.22834420204162598,0.22834420204162598,1
A man is playing a piano,A man is playing a guitar,2.700000047683716,0,2.700000047683716,3.095024347305298,0,0,0.39502429962158203,0.39502429962158203,1
A woman is removing ingredients from a bowl,A woman is adding ingredients to a bowl,3.299999952316284,2,3.299999952316284,3.803379774093628,2,0,0.5033798217773438,0.5033798217773438,0
A woman is cracking some eggs into a bowl,A woman is cracking some eggs into a container,4.599999904632568,1,4.599999904632568,4.938429355621338,1,1,0.33842945098876953,0.33842945098876953,1
A woman is cracking some eggs into a bowl,A woman is cracking some eggs outside a bowl,3.5999999046325684,0,3.5999999046325684,3.728851318359375,0,0,0.12885141372680664,0.12885141372680664,1
A woman is adding ingredients to a big bowl,A woman is cracking some eggs into a bowl,4.300000190734863,0,4.300000190734863,3.609657049179077,0,0,-0.6903431415557861,0.6903431415557861,1
A woman is cracking some eggs into a bowl,A woman is removing ingredients from a bowl,3.5,0,3.5,3.419977903366089,0,0,-0.08002209663391113,0.08002209663391113,1
A woman is slicing a carrot,A carrot is being sliced by a woman,5.0,1,5.0,5.206219673156738,1,1,0.20621967315673828,0.20621967315673828,1
A potato is being sliced by a woman,A woman is slicing a potato,5.0,1,5.0,5.303769111633301,1,1,0.3037691116333008,0.3037691116333008,1
A woman is slicing a carrot,There is no woman slicing a potato,3.200000047683716,0,3.200000047683716,2.835099458694458,0,0,-0.3649005889892578,0.3649005889892578,1
A woman is slicing a potato,A carrot is being sliced by a woman,3.0999999046325684,0,3.0999999046325684,3.214924097061157,0,0,0.11492419242858842,0.11492419242858842,1
A woman is slicing a potato,There is no woman slicing a carrot,3.200000047683716,0,3.200000047683716,3.059378862380981,0,0,-0.14062118530273482,0.14062118530273482,1
A woman is slicing a potato,A woman is slicing a carrot,3.200000047683716,0,3.200000047683716,3.4162564277648926,0,0,0.21625638008117676,0.21625638008117676,1
A woman is not boiling shrimps,A woman is boiling shrimps,3.184999942779541,2,3.184999942779541,3.510005474090576,2,2,0.32500553131103516,0.32500553131103516,1
A woman is cooking prawns,A woman is combing her hair,1.2999999523162842,0,1.2999999523162842,1.0411014556884766,0,0,-0.2588984966278076,0.2588984966278076,1
A woman is boiling shrimps,A woman is combing her hair,1.399999976158142,0,1.399999976158142,0.9786078929901124,0,0,-0.4213920831680297,0.4213920831680297,1
A man and a woman are walking through a desert area,A man and a woman are walking through a wooded area,3.5999999046325684,0,3.5999999046325684,3.567652463912964,0,0,-0.03234744071960449,0.03234744071960449,1
A man and a woman are walking together through wooded areas,A man and a woman are walking together through the woods,4.900000095367432,1,4.900000095367432,4.932322502136231,1,1,0.032322406768799716,0.032322406768799716,1
A man and a woman are walking together through the woods,A man and a woman are walking together through the city,3.5,0,3.5,3.35370135307312,0,0,-0.14629864692687988,0.14629864692687988,1
A man and a woman are walking together through the city,A man and a woman are walking through a wooded area,2.9000000953674316,0,2.900000095367432,4.070962905883789,0,0,1.1709628105163574,1.1709628105163574,1
A man is speaking on a stage,There is no man speaking on a stage,3.799999952316284,2,3.799999952316284,3.4627387523651123,2,2,-0.3372611999511719,0.3372611999511719,1
A man is speaking about the stage,A man is speaking on a stage,3.565000057220459,0,3.565000057220459,4.080682754516602,0,0,0.5156826972961426,0.5156826972961426,1
A man is speaking on a podium,A man is tanking on a stage in front of a crowd,3.299999952316284,0,3.299999952316284,2.671308755874634,0,0,-0.6286911964416504,0.6286911964416504,1
A man is speaking about the stage,A man is speaking on a podium,3.700000047683716,0,3.700000047683716,3.347066879272461,0,0,-0.3529331684112549,0.3529331684112549,1
A man is speaking on a stage,There is no man speaking on a podium,3.700000047683716,0,3.700000047683716,3.585776090621948,0,0,-0.11422395706176802,0.11422395706176802,1
A man is speaking on a stage,A podium is where a man is speaking,4.0,0,4.0,4.021961212158203,0,0,0.021961212158203125,0.021961212158203125,1
Two frightened boys are talking on the phone,Two boys are talking on the phone,4.400000095367432,1,4.400000095367432,4.652596473693848,1,1,0.252596378326416,0.252596378326416,1
Two boys are talking on the phone,Two boys are not talking on the phone,4.300000190734863,2,4.300000190734863,3.4351911544799805,2,2,-0.8648090362548828,0.8648090362548828,1
Two frightened boys are talking on the phone,A woman is talking on a telephone,2.700000047683716,0,2.700000047683716,2.8088126182556152,0,0,0.10881257057189941,0.10881257057189941,1
A woman is talking on a telephone,Two boys are not talking on the phone,3.299999952316284,0,3.299999952316284,2.476923704147339,0,0,-0.8230762481689453,0.8230762481689453,1
There is no monkey wading through a marsh,A monkey is wading through a marsh,3.5999999046325684,2,3.5999999046325684,3.5856525897979736,2,2,-0.014347314834594727,0.014347314834594727,1
A small monkey is walking in the river,A small monkey is walking through water,4.300000190734863,1,4.300000190734863,4.79601001739502,1,1,0.49600982666015714,0.49600982666015714,1
